producto,fecha,promedio,clave,unidad,mayorista,minimo,maximo,moda
Piña - pequeña,2025-08-05,718.18,Piña - pequeña2025-08-05,Unidad,Unidad,600.0,800.0,700.0
Piña - pequeña,2025-08-06,842.86,Piña - pequeña2025-08-06,Unidad,Unidad,800.0,900.0,800.0
Piña - pequeña,2025-08-07,816.67,Piña - pequeña2025-08-07,Unidad,Unidad,800.0,900.0,800.0
Piña - pequeña,2025-08-08,742.86,Piña - pequeña2025-08-08,Unidad,Unidad,700.0,800.0,700.0
Piña - pequeña,2025-08-11,737.5,Piña - pequeña2025-08-11,Unidad,Unidad,700.0,800.0,700.0
Piña - pequeña,2025-08-12,757.14,Piña - pequeña2025-08-12,Unidad,Unidad,700.0,800.0,800.0
Piña - pequeña,2025-08-13,741.67,Piña - pequeña2025-08-13,Unidad,Unidad,700.0,800.0,700.0
Piña - pequeña,2025-08-14,860.0,Piña - pequeña2025-08-14,Unidad,Unidad,800.0,900.0,900.0
Piña - pequeña,2025-08-15,758.33,Piña - pequeña2025-08-15,Unidad,Unidad,700.0,800.0,800.0
Piña - pequeña,2025-08-18,628.57,Piña - pequeña2025-08-18,Unidad,Unidad,600.0,700.0,600.0
Piña - pequeña,2025-08-19,825.0,Piña - pequeña2025-08-19,Unidad,Unidad,800.0,900.0,800.0
Plátano maduro,2025-08-01,202.0,Plátano maduro2025-08-01,Unidad,Unidad,200.0,210.0,200.0
Plátano maduro,2025-08-04,200.0,Plátano maduro2025-08-04,Unidad,Unidad,200.0,200.0,200.0
Plátano maduro,2025-08-05,212.73,Plátano maduro2025-08-05,Unidad,Unidad,200.0,230.0,210.0
Plátano maduro,2025-08-06,223.0,Plátano maduro2025-08-06,Unidad,Unidad,220.0,230.0,220.0
Plátano maduro,2025-08-07,216.25,Plátano maduro2025-08-07,Unidad,Unidad,200.0,230.0,220.0
Plátano maduro,2025-08-08,214.29,Plátano maduro2025-08-08,Unidad,Unidad,200.0,230.0,220.0
Plátano maduro,2025-08-11,220.0,Plátano maduro2025-08-11,Unidad,Unidad,210.0,230.0,220.0
Plátano maduro,2025-08-12,221.67,Plátano maduro2025-08-12,Unidad,Unidad,220.0,230.0,220.0
Plátano maduro,2025-08-13,222.0,Plátano maduro2025-08-13,Unidad,Unidad,220.0,230.0,220.0
Plátano maduro,2025-08-14,230.0,Plátano maduro2025-08-14,Unidad,Unidad,220.0,240.0,230.0
Plátano maduro,2025-08-15,224.29,Plátano maduro2025-08-15,Unidad,Unidad,220.0,230.0,220.0
Plátano maduro,2025-08-18,226.25,Plátano maduro2025-08-18,Unidad,Unidad,220.0,240.0,220.0
Plátano maduro,2025-08-19,223.75,Plátano maduro2025-08-19,Unidad,Unidad,220.0,230.0,220.0
Plátano verde,2025-08-01,202.5,Plátano verde2025-08-01,Unidad,Unidad,200.0,210.0,200.0
Plátano verde,2025-08-04,200.0,Plátano verde2025-08-04,Unidad,Unidad,200.0,200.0,200.0
Plátano verde,2025-08-05,212.73,Plátano verde2025-08-05,Unidad,Unidad,200.0,230.0,210.0
Plátano verde,2025-08-06,223.0,Plátano verde2025-08-06,Unidad,Unidad,220.0,230.0,220.0
Plátano verde,2025-08-07,218.75,Plátano verde2025-08-07,Unidad,Unidad,200.0,230.0,220.0
Plátano verde,2025-08-08,215.71,Plátano verde2025-08-08,Unidad,Unidad,200.0,230.0,220.0
Plátano verde,2025-08-11,220.0,Plátano verde2025-08-11,Unidad,Unidad,210.0,230.0,220.0
Plátano verde,2025-08-12,221.43,Plátano verde2025-08-12,Unidad,Unidad,220.0,230.0,220.0
Plátano verde,2025-08-13,222.0,Plátano verde2025-08-13,Unidad,Unidad,220.0,230.0,220.0
Plátano verde,2025-08-14,230.0,Plátano verde2025-08-14,Unidad,Unidad,220.0,240.0,230.0
Plátano verde,2025-08-15,224.29,Plátano verde2025-08-15,Unidad,Unidad,220.0,230.0,220.0
Plátano verde,2025-08-18,225.71,Plátano verde2025-08-18,Unidad,Unidad,220.0,240.0,220.0
Plátano verde,2025-08-19,223.75,Plátano verde2025-08-19,Unidad,Unidad,220.0,230.0,220.0
Remolacha,2025-08-01,304.76,Remolacha2025-08-01,Unidad,Unidad,250.0,400.0,300.0
Remolacha,2025-08-04,282.5,Remolacha2025-08-04,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-05,288.89,Remolacha2025-08-05,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-06,284.72,Remolacha2025-08-06,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-07,296.15,Remolacha2025-08-07,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-08,291.07,Remolacha2025-08-08,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-11,274.19,Remolacha2025-08-11,Unidad,Unidad,250.0,300.0,250.0
Remolacha,2025-08-12,300.0,Remolacha2025-08-12,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-13,282.14,Remolacha2025-08-13,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-14,303.85,Remolacha2025-08-14,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-15,292.31,Remolacha2025-08-15,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-18,290.63,Remolacha2025-08-18,Unidad,Unidad,250.0,350.0,300.0
Remolacha,2025-08-19,280.77,Remolacha2025-08-19,Unidad,Unidad,250.0,300.0,300.0
Repollo morado,2025-08-01,800.0,Repollo morado2025-08-01,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-04,846.15,Repollo morado2025-08-04,Kilo,Kilo,800.0,1000.0,800.0
Repollo morado,2025-08-05,821.43,Repollo morado2025-08-05,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-06,827.78,Repollo morado2025-08-06,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-07,864.29,Repollo morado2025-08-07,Kilo,Kilo,800.0,1000.0,800.0
Repollo morado,2025-08-08,764.71,Repollo morado2025-08-08,Kilo,Kilo,700.0,800.0,800.0
Repollo morado,2025-08-11,764.71,Repollo morado2025-08-11,Kilo,Kilo,700.0,900.0,800.0
Repollo morado,2025-08-12,773.68,Repollo morado2025-08-12,Kilo,Kilo,700.0,900.0,800.0
Repollo morado,2025-08-13,810.0,Repollo morado2025-08-13,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-14,791.3,Repollo morado2025-08-14,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-15,871.43,Repollo morado2025-08-15,Kilo,Kilo,800.0,1000.0,800.0
Repollo morado,2025-08-18,817.65,Repollo morado2025-08-18,Kilo,Kilo,700.0,1000.0,800.0
Repollo morado,2025-08-19,785.0,Repollo morado2025-08-19,Kilo,Kilo,700.0,900.0,800.0
Repollo verde,2025-08-01,340.63,Repollo verde2025-08-01,Kilo,Kilo,300.0,400.0,350.0
Repollo verde,2025-08-04,573.53,Repollo verde2025-08-04,Kilo,Kilo,500.0,700.0,500.0
Repollo verde,2025-08-05,550.0,Repollo verde2025-08-05,Kilo,Kilo,500.0,650.0,500.0
Repollo verde,2025-08-06,521.43,Repollo verde2025-08-06,Kilo,Kilo,450.0,600.0,500.0
Repollo verde,2025-08-07,560.0,Repollo verde2025-08-07,Kilo,Kilo,500.0,600.0,600.0
Repollo verde,2025-08-08,483.33,Repollo verde2025-08-08,Kilo,Kilo,400.0,550.0,500.0
Repollo verde,2025-08-11,469.23,Repollo verde2025-08-11,Kilo,Kilo,450.0,500.0,450.0
Repollo verde,2025-08-12,442.86,Repollo verde2025-08-12,Kilo,Kilo,400.0,500.0,400.0
Repollo verde,2025-08-13,437.5,Repollo verde2025-08-13,Kilo,Kilo,400.0,500.0,400.0
Repollo verde,2025-08-14,415.22,Repollo verde2025-08-14,Kilo,Kilo,350.0,500.0,400.0
Repollo verde,2025-08-15,425.0,Repollo verde2025-08-15,Kilo,Kilo,400.0,500.0,400.0
Repollo verde,2025-08-18,410.0,Repollo verde2025-08-18,Kilo,Kilo,350.0,500.0,400.0
Repollo verde,2025-08-19,403.7,Repollo verde2025-08-19,Kilo,Kilo,350.0,500.0,400.0
Sandía de campo - grande,2025-08-01,733.33,Sandía de campo - grande2025-08-01,Kilo,Kilo,700.0,800.0,700.0
Sandía de campo - grande,2025-08-04,763.64,Sandía de campo - grande2025-08-04,Kilo,Kilo,700.0,800.0,800.0
Sandía de campo - grande,2025-08-05,609.09,Sandía de campo - grande2025-08-05,Kilo,Kilo,600.0,700.0,600.0
Sandía de campo - grande,2025-08-06,653.57,Sandía de campo - grande2025-08-06,Kilo,Kilo,600.0,700.0,700.0
Sandía de campo - grande,2025-08-07,654.17,Sandía de campo - grande2025-08-07,Kilo,Kilo,600.0,700.0,650.0
Sandía de campo - grande,2025-08-08,654.55,Sandía de campo - grande2025-08-08,Kilo,Kilo,600.0,700.0,650.0
Sandía de campo - grande,2025-08-11,506.25,Sandía de campo - grande2025-08-11,Kilo,Kilo,500.0,550.0,500.0
Sandía de campo - grande,2025-08-12,506.25,Sandía de campo - grande2025-08-12,Kilo,Kilo,450.0,550.0,500.0
Sandía de campo - grande,2025-08-13,544.44,Sandía de campo - grande2025-08-13,Kilo,Kilo,450.0,600.0,600.0
Sandía de campo - grande,2025-08-14,555.56,Sandía de campo - grande2025-08-14,Kilo,Kilo,500.0,600.0,600.0
Sandía de campo - grande,2025-08-15,550.0,Sandía de campo - grande2025-08-15,Kilo,Kilo,500.0,600.0,550.0
Sandía de campo - grande,2025-08-18,583.33,Sandía de campo - grande2025-08-18,Kilo,Kilo,500.0,650.0,600.0
Sandía de campo - grande,2025-08-19,591.67,Sandía de campo - grande2025-08-19,Kilo,Kilo,550.0,650.0,600.0
Sandía de campo - mediana,2025-08-01,600.0,Sandía de campo - mediana2025-08-01,Kilo,Kilo,500.0,700.0,600.0
Sandía de campo - mediana,2025-08-04,622.73,Sandía de campo - mediana2025-08-04,Kilo,Kilo,600.0,650.0,600.0
Sandía de campo - mediana,2025-08-05,440.91,Sandía de campo - mediana2025-08-05,Kilo,Kilo,400.0,500.0,400.0
Sandía de campo - mediana,2025-08-06,455.56,Sandía de campo - mediana2025-08-06,Kilo,Kilo,400.0,500.0,500.0
Sandía de campo - mediana,2025-08-07,483.33,Sandía de campo - mediana2025-08-07,Kilo,Kilo,450.0,500.0,500.0
Sandía de campo - mediana,2025-08-08,482.14,Sandía de campo - mediana2025-08-08,Kilo,Kilo,400.0,600.0,500.0
Sandía de campo - mediana,2025-08-11,411.11,Sandía de campo - mediana2025-08-11,Kilo,Kilo,400.0,450.0,400.0
Sandía de campo - mediana,2025-08-12,400.0,Sandía de campo - mediana2025-08-12,Kilo,Kilo,350.0,450.0,400.0
Sandía de campo - mediana,2025-08-13,413.64,Sandía de campo - mediana2025-08-13,Kilo,Kilo,350.0,450.0,400.0
Sandía de campo - mediana,2025-08-14,435.71,Sandía de campo - mediana2025-08-14,Kilo,Kilo,400.0,500.0,400.0
Sandía de campo - mediana,2025-08-15,425.0,Sandía de campo - mediana2025-08-15,Kilo,Kilo,400.0,500.0,400.0
Sandía de campo - mediana,2025-08-18,435.0,Sandía de campo - mediana2025-08-18,Kilo,Kilo,400.0,500.0,400.0
Sandía de campo - mediana,2025-08-19,444.44,Sandía de campo - mediana2025-08-19,Kilo,Kilo,400.0,500.0,400.0
Sandía importada - grande,2025-08-01,641.67,Sandía importada - grande2025-08-01,Kilo,Kilo,600.0,700.0,600.0
Sandía importada - grande,2025-08-04,630.0,Sandía importada - grande2025-08-04,Kilo,Kilo,600.0,700.0,600.0
Sandía importada - grande,2025-08-05,575.0,Sandía importada - grande2025-08-05,Kilo,Kilo,500.0,600.0,600.0
Sandía importada - grande,2025-08-06,557.14,Sandía importada - grande2025-08-06,Kilo,Kilo,500.0,600.0,600.0
Sandía importada - grande,2025-08-07,546.43,Sandía importada - grande2025-08-07,Kilo,Kilo,500.0,600.0,550.0
Sandía importada - grande,2025-08-08,522.22,Sandía importada - grande2025-08-08,Kilo,Kilo,450.0,600.0,500.0
Sandía importada - grande,2025-08-11,500.0,Sandía importada - grande2025-08-11,Kilo,Kilo,500.0,500.0,500.0
Sandía importada - grande,2025-08-12,425.0,Sandía importada - grande2025-08-12,Kilo,Kilo,400.0,500.0,400.0
Sandía importada - grande,2025-08-13,471.43,Sandía importada - grande2025-08-13,Kilo,Kilo,400.0,550.0,500.0
Sandía importada - grande,2025-08-14,440.0,Sandía importada - grande2025-08-14,Kilo,Kilo,400.0,500.0,400.0
Sandía importada - mediana,2025-08-01,400.0,Sandía importada - mediana2025-08-01,Kilo,Kilo,400.0,400.0,400.0
Sandía importada - mediana,2025-08-04,406.25,Sandía importada - mediana2025-08-04,Kilo,Kilo,400.0,450.0,400.0
Sandía importada - mediana,2025-08-05,428.57,Sandía importada - mediana2025-08-05,Kilo,Kilo,400.0,500.0,400.0
Sandía importada - mediana,2025-08-06,358.33,Sandía importada - mediana2025-08-06,Kilo,Kilo,300.0,400.0,400.0
Sandía importada - mediana,2025-08-07,387.5,Sandía importada - mediana2025-08-07,Kilo,Kilo,350.0,400.0,400.0
Sandía importada - mediana,2025-08-08,337.5,Sandía importada - mediana2025-08-08,Kilo,Kilo,300.0,400.0,350.0
Sandía importada - mediana,2025-08-11,400.0,Sandía importada - mediana2025-08-11,Kilo,Kilo,400.0,400.0,400.0
Sandía importada - mediana,2025-08-12,337.5,Sandía importada - mediana2025-08-12,Kilo,Kilo,300.0,350.0,350.0
Sandía importada - mediana,2025-08-13,358.33,Sandía importada - mediana2025-08-13,Kilo,Kilo,300.0,400.0,400.0
Sandía importada - mediana,2025-08-14,320.0,Sandía importada - mediana2025-08-14,Kilo,Kilo,300.0,400.0,300.0
Suquini,2025-08-01,233.33,Suquini2025-08-01,Unidad,Unidad,200.0,250.0,250.0
Suquini,2025-08-04,231.25,Suquini2025-08-04,Unidad,Unidad,200.0,250.0,250.0
Tamarindo,2025-08-01,2000.0,Tamarindo2025-08-01,Kilo,Kilo,2000.0,2000.0,2000.0
Tamarindo,2025-08-04,2000.0,Tamarindo2025-08-04,Kilo,Kilo,2000.0,2000.0,2000.0
Tamarindo,2025-08-06,2040.0,Tamarindo2025-08-06,Kilo,Kilo,2000.0,2200.0,2000.0
Tamarindo,2025-08-08,2000.0,Tamarindo2025-08-08,Kilo,Kilo,2000.0,2000.0,2000.0
Tamarindo,2025-08-11,2000.0,Tamarindo2025-08-11,Kilo,Kilo,2000.0,2000.0,2000.0
Tamarindo,2025-08-13,2057.14,Tamarindo2025-08-13,Kilo,Kilo,2000.0,2200.0,2000.0
Tamarindo,2025-08-15,2000.0,Tamarindo2025-08-15,Kilo,Kilo,2000.0,2000.0,2000.0
Tamarindo,2025-08-18,2000.0,Tamarindo2025-08-18,Kilo,Kilo,2000.0,2000.0,2000.0
Tiquisque,2025-08-01,866.67,Tiquisque2025-08-01,Kilo,Kilo,800.0,1000.0,800.0
Tiquisque,2025-08-04,875.0,Tiquisque2025-08-04,Kilo,Kilo,700.0,1000.0,800.0
Tiquisque,2025-08-05,1000.0,Tiquisque2025-08-05,Kilo,Kilo,1000.0,1000.0,1000.0
Tiquisque,2025-08-06,1011.11,Tiquisque2025-08-06,Kilo,Kilo,1000.0,1100.0,1000.0
Tiquisque,2025-08-07,931.82,Tiquisque2025-08-07,Kilo,Kilo,800.0,1000.0,1000.0
Tiquisque,2025-08-08,920.0,Tiquisque2025-08-08,Kilo,Kilo,800.0,1000.0,1000.0
Tiquisque,2025-08-11,907.14,Tiquisque2025-08-11,Kilo,Kilo,800.0,1000.0,1000.0
Tiquisque,2025-08-12,900.0,Tiquisque2025-08-12,Kilo,Kilo,800.0,1000.0,900.0
Tiquisque,2025-08-13,937.5,Tiquisque2025-08-13,Kilo,Kilo,800.0,1000.0,1000.0
Tiquisque,2025-08-14,915.0,Tiquisque2025-08-14,Kilo,Kilo,800.0,1000.0,900.0
Tiquisque,2025-08-15,915.0,Tiquisque2025-08-15,Kilo,Kilo,800.0,1000.0,900.0
Tiquisque,2025-08-18,900.0,Tiquisque2025-08-18,Kilo,Kilo,800.0,1000.0,900.0
Tiquisque,2025-08-19,903.13,Tiquisque2025-08-19,Kilo,Kilo,800.0,1000.0,900.0
Tomate primera Caja plástica (18,2025-08-01,15250.0,Tomate primera Caja plástica (182025-08-01,kg),kg),15000.0,16000.0,15000.0
Tomate primera Caja plástica (18,2025-08-04,16636.36,Tomate primera Caja plástica (182025-08-04,kg),kg),16000.0,17000.0,17000.0
Tomate primera Caja plástica (18,2025-08-05,14727.27,Tomate primera Caja plástica (182025-08-05,kg),kg),14000.0,15000.0,15000.0
Tomate primera Caja plástica (18,2025-08-06,15000.0,Tomate primera Caja plástica (182025-08-06,kg),kg),15000.0,15000.0,15000.0
Tomate primera Caja plástica (18,2025-08-07,16538.46,Tomate primera Caja plástica (182025-08-07,kg),kg),16000.0,17000.0,17000.0
Tomate primera Caja plástica (18,2025-08-08,16200.0,Tomate primera Caja plástica (182025-08-08,kg),kg),16000.0,17000.0,16000.0
Tomate primera Caja plástica (18,2025-08-11,16384.62,Tomate primera Caja plástica (182025-08-11,kg),kg),16000.0,17000.0,16000.0
Tomate primera Caja plástica (18,2025-08-12,18421.05,Tomate primera Caja plástica (182025-08-12,kg),kg),18000.0,19000.0,18000.0
Tomate primera Caja plástica (18,2025-08-13,18250.0,Tomate primera Caja plástica (182025-08-13,kg),kg),18000.0,19000.0,18000.0
Tomate primera Caja plástica (18,2025-08-14,20000.0,Tomate primera Caja plástica (182025-08-14,kg),kg),19000.0,21000.0,20000.0
Tomate primera Caja plástica (18,2025-08-15,20133.33,Tomate primera Caja plástica (182025-08-15,kg),kg),20000.0,21000.0,20000.0
Tomate primera Caja plástica (18,2025-08-18,16400.0,Tomate primera Caja plástica (182025-08-18,kg),kg),16000.0,17000.0,16000.0
Tomate primera Caja plástica (18,2025-08-19,12625.0,Tomate primera Caja plástica (182025-08-19,kg),kg),12000.0,13000.0,13000.0
Tomate segunda Caja plástica (18,2025-08-01,14250.0,Tomate segunda Caja plástica (182025-08-01,kg),kg),14000.0,15000.0,14000.0
Tomate segunda Caja plástica (18,2025-08-04,15636.36,Tomate segunda Caja plástica (182025-08-04,kg),kg),15000.0,16000.0,16000.0
Tomate segunda Caja plástica (18,2025-08-05,13700.0,Tomate segunda Caja plástica (182025-08-05,kg),kg),13000.0,14000.0,14000.0
Tomate segunda Caja plástica (18,2025-08-06,13857.14,Tomate segunda Caja plástica (182025-08-06,kg),kg),13000.0,14000.0,14000.0
Tomate segunda Caja plástica (18,2025-08-07,15416.67,Tomate segunda Caja plástica (182025-08-07,kg),kg),15000.0,16000.0,15000.0
Tomate segunda Caja plástica (18,2025-08-08,14857.14,Tomate segunda Caja plástica (182025-08-08,kg),kg),14000.0,15000.0,15000.0
Tomate segunda Caja plástica (18,2025-08-11,15333.33,Tomate segunda Caja plástica (182025-08-11,kg),kg),15000.0,16000.0,15000.0
Tomate segunda Caja plástica (18,2025-08-12,17368.42,Tomate segunda Caja plástica (182025-08-12,kg),kg),17000.0,18000.0,17000.0
Tomate segunda Caja plástica (18,2025-08-13,17250.0,Tomate segunda Caja plástica (182025-08-13,kg),kg),17000.0,18000.0,17000.0
Tomate segunda Caja plástica (18,2025-08-14,19071.43,Tomate segunda Caja plástica (182025-08-14,kg),kg),18000.0,20000.0,19000.0
Tomate segunda Caja plástica (18,2025-08-15,19142.86,Tomate segunda Caja plástica (182025-08-15,kg),kg),19000.0,20000.0,19000.0
Tomate segunda Caja plástica (18,2025-08-18,15300.0,Tomate segunda Caja plástica (182025-08-18,kg),kg),15000.0,16000.0,15000.0
Tomate segunda Caja plástica (18,2025-08-19,11600.0,Tomate segunda Caja plástica (182025-08-19,kg),kg),11000.0,12000.0,12000.0
Tomate tercera Caja plástica (18,2025-08-01,13250.0,Tomate tercera Caja plástica (182025-08-01,kg),kg),13000.0,14000.0,13000.0
Tomate tercera Caja plástica (18,2025-08-04,14200.0,Tomate tercera Caja plástica (182025-08-04,kg),kg),14000.0,15000.0,14000.0
Tomate tercera Caja plástica (18,2025-08-05,12300.0,Tomate tercera Caja plástica (182025-08-05,kg),kg),12000.0,13000.0,12000.0
Tomate tercera Caja plástica (18,2025-08-06,12285.71,Tomate tercera Caja plástica (182025-08-06,kg),kg),12000.0,13000.0,12000.0
Tomate tercera Caja plástica (18,2025-08-07,13615.38,Tomate tercera Caja plástica (182025-08-07,kg),kg),13000.0,14000.0,14000.0
Tomate tercera Caja plástica (18,2025-08-08,12800.0,Tomate tercera Caja plástica (182025-08-08,kg),kg),12000.0,13000.0,13000.0
Tomate tercera Caja plástica (18,2025-08-11,12769.23,Tomate tercera Caja plástica (182025-08-11,kg),kg),12000.0,14000.0,13000.0
Tomate tercera Caja plástica (18,2025-08-12,16411.76,Tomate tercera Caja plástica (182025-08-12,kg),kg),16000.0,17000.0,16000.0
Tomate tercera Caja plástica (18,2025-08-13,16111.11,Tomate tercera Caja plástica (182025-08-13,kg),kg),15000.0,17000.0,16000.0
Tomate tercera Caja plástica (18,2025-08-14,17333.33,Tomate tercera Caja plástica (182025-08-14,kg),kg),17000.0,18000.0,17000.0
Tomate tercera Caja plástica (18,2025-08-15,16846.15,Tomate tercera Caja plástica (182025-08-15,kg),kg),16000.0,17000.0,17000.0
Tomate tercera Caja plástica (18,2025-08-18,12363.64,Tomate tercera Caja plástica (182025-08-18,kg),kg),12000.0,13000.0,12000.0
Tomate tercera Caja plástica (18,2025-08-19,10166.67,Tomate tercera Caja plástica (182025-08-19,kg),kg),10000.0,11000.0,10000.0
Vainica,2025-08-01,1331.25,Vainica2025-08-01,Kilo,Kilo,1200.0,1500.0,1300.0
Vainica,2025-08-04,1762.5,Vainica2025-08-04,Kilo,Kilo,1500.0,2000.0,1800.0
Vainica,2025-08-05,1891.67,Vainica2025-08-05,Kilo,Kilo,1700.0,2000.0,2000.0
Vainica,2025-08-06,1911.11,Vainica2025-08-06,Kilo,Kilo,1700.0,2000.0,2000.0
Vainica,2025-08-07,1411.11,Vainica2025-08-07,Kilo,Kilo,1200.0,1600.0,1500.0
Vainica,2025-08-08,1262.5,Vainica2025-08-08,Kilo,Kilo,1200.0,1400.0,1300.0
Vainica,2025-08-11,1435.71,Vainica2025-08-11,Kilo,Kilo,1300.0,1600.0,1500.0
Vainica,2025-08-12,1358.33,Vainica2025-08-12,Kilo,Kilo,1200.0,1500.0,1300.0
Vainica,2025-08-13,1327.78,Vainica2025-08-13,Kilo,Kilo,1200.0,1500.0,1300.0
Vainica,2025-08-14,1347.37,Vainica2025-08-14,Kilo,Kilo,1200.0,1600.0,1300.0
Vainica,2025-08-15,1380.0,Vainica2025-08-15,Kilo,Kilo,1200.0,1500.0,1500.0
Vainica,2025-08-18,1370.59,Vainica2025-08-18,Kilo,Kilo,1300.0,1500.0,1300.0
Vainica,2025-08-19,1282.86,Vainica2025-08-19,Kilo,Kilo,1200.0,1500.0,1200.0
Yuca parafinada,2025-08-01,706.25,Yuca parafinada2025-08-01,Kilo,Kilo,700.0,750.0,700.0
Yuca parafinada,2025-08-04,740.0,Yuca parafinada2025-08-04,Kilo,Kilo,700.0,800.0,700.0
Yuca parafinada,2025-08-05,816.67,Yuca parafinada2025-08-05,Kilo,Kilo,800.0,900.0,800.0
Yuca parafinada,2025-08-06,820.0,Yuca parafinada2025-08-06,Kilo,Kilo,800.0,900.0,800.0
Yuca parafinada,2025-08-07,850.0,Yuca parafinada2025-08-07,Kilo,Kilo,800.0,1000.0,800.0
Yuca parafinada,2025-08-08,844.44,Yuca parafinada2025-08-08,Kilo,Kilo,800.0,900.0,800.0
Yuca parafinada,2025-08-11,795.83,Yuca parafinada2025-08-11,Kilo,Kilo,750.0,800.0,800.0
Yuca parafinada,2025-08-12,844.44,Yuca parafinada2025-08-12,Kilo,Kilo,800.0,900.0,800.0
Yuca parafinada,2025-08-13,787.5,Yuca parafinada2025-08-13,Kilo,Kilo,750.0,800.0,800.0
Yuca parafinada,2025-08-14,775.0,Yuca parafinada2025-08-14,Kilo,Kilo,700.0,800.0,800.0
Yuca parafinada,2025-08-15,753.85,Yuca parafinada2025-08-15,Kilo,Kilo,700.0,800.0,800.0
Yuca parafinada,2025-08-18,700.0,Yuca parafinada2025-08-18,Kilo,Kilo,650.0,750.0,700.0
Yuca parafinada,2025-08-19,653.57,Yuca parafinada2025-08-19,Kilo,Kilo,600.0,700.0,700.0
Yuplón,2025-08-04,150.0,Yuplón2025-08-04,Unidad,Unidad,150.0,150.0,150.0
Yuplón,2025-08-06,150.0,Yuplón2025-08-06,Unidad,Unidad,150.0,150.0,150.0
Yuplón,2025-08-08,120.0,Yuplón2025-08-08,Unidad,Unidad,100.0,150.0,100.0
Yuplón,2025-08-11,144.0,Yuplón2025-08-11,Unidad,Unidad,120.0,150.0,150.0
Yuplón,2025-08-13,131.43,Yuplón2025-08-13,Unidad,Unidad,100.0,150.0,150.0
Yuplón,2025-08-15,140.0,Yuplón2025-08-15,Unidad,Unidad,120.0,150.0,150.0
Yuplón,2025-08-18,142.5,Yuplón2025-08-18,Unidad,Unidad,120.0,150.0,150.0
Zanahoria primera Malla (45,2025-08-01,16096.77,Zanahoria primera Malla (452025-08-01,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-04,19619.05,Zanahoria primera Malla (452025-08-04,kg),kg),18000.0,22000.0,20000.0
Zanahoria primera Malla (45,2025-08-05,18200.0,Zanahoria primera Malla (452025-08-05,kg),kg),17000.0,20000.0,18000.0
Zanahoria primera Malla (45,2025-08-06,18312.5,Zanahoria primera Malla (452025-08-06,kg),kg),16000.0,20000.0,18000.0
Zanahoria primera Malla (45,2025-08-07,17277.78,Zanahoria primera Malla (452025-08-07,kg),kg),16000.0,18000.0,18000.0
Zanahoria primera Malla (45,2025-08-08,17074.07,Zanahoria primera Malla (452025-08-08,kg),kg),16000.0,18000.0,17000.0
Zanahoria primera Malla (45,2025-08-11,16333.33,Zanahoria primera Malla (452025-08-11,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-12,16333.33,Zanahoria primera Malla (452025-08-12,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-13,16272.73,Zanahoria primera Malla (452025-08-13,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-14,16035.71,Zanahoria primera Malla (452025-08-14,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-15,16214.29,Zanahoria primera Malla (452025-08-15,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-18,16047.62,Zanahoria primera Malla (452025-08-18,kg),kg),15000.0,18000.0,16000.0
Zanahoria primera Malla (45,2025-08-19,16290.32,Zanahoria primera Malla (452025-08-19,kg),kg),15000.0,18000.0,16000.0
Zuquini,2025-08-06,233.33,Zuquini2025-08-06,Unidad,Unidad,200.0,250.0,250.0
Zuquini,2025-08-08,295.83,Zuquini2025-08-08,Unidad,Unidad,250.0,350.0,300.0
Zuquini,2025-08-11,271.43,Zuquini2025-08-11,Unidad,Unidad,250.0,300.0,250.0
Zuquini,2025-08-13,294.44,Zuquini2025-08-13,Unidad,Unidad,250.0,350.0,300.0
Zuquini,2025-08-15,300.0,Zuquini2025-08-15,Unidad,Unidad,250.0,350.0,300.0
Zuquini,2025-08-18,268.75,Zuquini2025-08-18,Unidad,Unidad,250.0,300.0,250.0
Ñampí,2025-08-01,1000.0,Ñampí2025-08-01,Kilo,Kilo,1000.0,1000.0,1000.0
Ñampí,2025-08-04,1033.33,Ñampí2025-08-04,Kilo,Kilo,800.0,1200.0,1000.0
