producto,fecha,promedio,clave,unidad,mayorista,minimo,maximo,moda
Ñampí,2025-08-05,1000.0,Ñampí2025-08-05,Kilo,Kilo,900.0,1100.0,1000.0
Ñampí,2025-08-06,972.73,Ñampí2025-08-06,Kilo,Kilo,900.0,1000.0,1000.0
Ñampí,2025-08-07,958.33,Ñampí2025-08-07,Kilo,Kilo,800.0,1200.0,1000.0
Ñampí,2025-08-08,1025.0,Ñampí2025-08-08,Kilo,Kilo,1000.0,1200.0,1000.0
Ñampí,2025-08-11,972.73,Ñampí2025-08-11,Kilo,Kilo,800.0,1200.0,1000.0
Ñampí,2025-08-12,966.67,Ñampí2025-08-12,Kilo,Kilo,900.0,1000.0,1000.0
Ñampí,2025-08-13,900.0,Ñampí2025-08-13,Kilo,Kilo,800.0,1000.0,900.0
Ñampí,2025-08-14,958.33,Ñampí2025-08-14,Kilo,Kilo,800.0,1200.0,1000.0
Ñampí,2025-08-15,941.67,Ñampí2025-08-15,Kilo,Kilo,800.0,1200.0,1000.0
Ñampí,2025-08-18,987.5,Ñampí2025-08-18,Kilo,Kilo,900.0,1200.0,900.0
Ñampí,2025-08-19,962.5,Ñampí2025-08-19,Kilo,Kilo,850.0,1000.0,1000.0
